# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      31.678      329.300     1386.246  1612397.945
      31.687      177.500     1386.496  1612397.934
      31.693      324.400     1386.746  1612397.945
      31.699      404.700     1386.871  1612397.934
      31.706      137.500     1387.121  1612397.926
      31.714      283.900     1387.621  1612397.934
      31.721      425.800     1387.996  1612397.941
      31.728      139.100     1388.496  1612397.941
      31.735      282.000     1388.746  1612397.941
      31.742      410.100     1389.121  1612397.945
      31.749      278.400     1389.496  1612397.945
      31.756        0.000     1389.871  1612397.945
      31.764      275.600     1390.371  1612397.945
      31.771      276.400     1391.496  1612397.945
      31.778      141.000     1391.871  1612397.945
      31.785      194.600     1392.121  1612397.945
      31.790        0.000     1392.371  1612397.949
      31.794      492.100     1392.496  1612397.949
      31.798        0.000     1392.621  1612397.949
      31.802        0.000     1392.746  1612397.949
      31.806      499.200     1392.996  1612397.949
      31.810        0.000     1393.121  1612397.949
      31.814      485.000     1393.371  1612397.934
      31.818        0.000     1393.496  1612397.934
      31.822        0.000     1393.621  1612397.930
      31.826      498.700     1393.746  1612397.930
      31.830        0.000     1393.996  1612397.934
      31.834      492.900     1394.496  1612397.926
      31.839        0.000     1394.621  1612397.926
      31.843        0.000     1394.746  1612397.926
      31.847      503.000     1394.871  1612397.930
      31.851        0.000     1394.996  1612397.930
      31.855      504.200     1395.121  1612397.926
      31.858        0.000     1395.246  1612397.926
      31.862        0.000     1395.371  1612397.922
      31.866      498.800     1395.496  1612397.922
      31.870        0.000     1395.621  1612397.930
      31.875      488.100     1395.746  1612397.930
      31.879        0.000     1395.871  1612397.934
      31.883        0.000     1395.996  1612397.934
      31.887      500.700     1396.121  1612397.930
      31.891        0.000     1396.246  1612397.930
      31.895      288.000     1396.621  1612397.930
      31.906      332.500     1401.359  1612397.922
      31.918      284.500     1401.359  1612397.926
      31.928      252.000     1401.359  1612397.926
      31.936        0.000     1401.359  1612397.926
      31.940      456.100     1401.359  1612397.914
      31.949      282.500     1401.359  1612397.918
      31.956      271.000     1401.484  1612397.926
      31.964      264.400     1401.484  1612397.922
      31.971      425.200     1401.484  1612397.934
      31.978      276.900     1401.484  1612397.918
      31.986      283.500     1401.609  1612397.922
      31.993      281.200     1401.609  1612397.930
      32.000      272.600     1401.734  1612397.938
      32.007      284.000     1401.859  1612397.922
      32.014      275.400     1401.859  1612397.926
      32.021      291.400     1401.859  1612397.922
      32.028      306.200     1401.859  1612397.926
      32.035      293.900     1401.859  1612397.930
